Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code
735007,1,2017-01-04,2017-01-10,1203511,0,2151,1,USD
735008,1,2017-01-04,,570710,22,2407,3,EUR
735009,1,2017-01-04,,1124112,41,2100,3,GBP
735010,1,2017-01-04,,731556,28,57,1,EUR
735011,1,2017-01-04,,702544,29,176,2,EUR
735012,1,2017-01-04,,1760136,56,1639,2,USD
735013,1,2017-01-04,,728541,30,2141,6,EUR
735014,1,2017-01-04,,1350729,50,2086,1,USD
735015,1,2017-01-04,,1996781,56,166,1,USD
735016,1,2017-01-04,,1813454,53,623,3,USD
735018,1,2017-01-04,,969766,38,950,2,GBP
735019,1,2017-01-04,,407478,20,190,5,EUR
735020,1,2017-01-04,,1590257,57,434,2,USD
735021,1,2017-01-04,,1653179,45,148,2,USD
735022,1,2017-01-04,,1542332,48,931,2,USD
736000,1,2017-01-05,,1017018,38,1465,2,GBP
736001,1,2017-01-05,,1842942,53,1812,3,USD
736002,1,2017-01-05,,2059592,65,298,1,USD
736003,1,2017-01-05,2017-01-17,466363,0,423,6,EUR
736004,1,2017-01-05,,2090023,59,431,2,USD
736005,1,2017-01-05,,408757,27,2517,6,EUR
736007,1,2017-01-05,,601173,16,1213,2,EUR
736008,1,2017-01-05,,1380756,51,1591,2,USD
736009,1,2017-01-05,,1232332,50,2342,6,USD
736010,1,2017-01-05,,1414666,47,1635,9,USD
736011,1,2017-01-05,,1750554,44,1991,6,USD
736012,1,2017-01-05,2017-01-10,743610,0,1581,1,EUR
736013,1,2017-01-05,,2075723,54,1986,2,USD
736014,1,2017-01-05,,328714,10,1391,2,CAD
736015,1,2017-01-05,,1409629,43,2198,7,USD
736016,1,2017-01-05,,1535814,54,836,4,USD
736018,1,2017-01-05,,1924329,44,2112,6,USD
736019,1,2017-01-05,,305321,8,1639,3,CAD
736020,1,2017-01-05,2017-01-12,1293305,0,73,7,USD
737000,1,2017-01-06,,417275,19,1639,8,EUR
737001,1,2017-01-06,,730203,28,641,1,EUR
737002,1,2017-01-06,,582975,22,1633,7,EUR
737003,1,2017-01-06,,237557,9,1395,2,CAD
737004,1,2017-01-06,,1461316,59,1104,2,USD
737005,1,2017-01-06,,1344457,44,106,5,USD
737006,1,2017-01-06,,1360303,64,433,5,USD
737007,1,2017-01-06,2017-01-09,82533,0,76,3,AUD
737008,1,2017-01-06,,1878787,50,1632,3,USD
737009,1,2017-01-06,,887462,34,1595,9,EUR
738000,1,2017-01-07,,1824297,53,1639,1,USD
738001,1,2017-01-07,2017-01-09,822698,0,1759,1,EUR
738002,1,2017-01-07,,524920,20,644,6,EUR
738003,1,2017-01-07,,790067,29,384,6,EUR
738004,1,2017-01-07,,1342972,61,1522,2,USD
738005,1,2017-01-07,,574327,20,167,2,EUR
738006,1,2017-01-07,,1357991,66,504,2,USD
738007,1,2017-01-07,,1474420,64,170,2,USD
738008,1,2017-01-07,2017-01-14,391464,0,1607,1,CAD
738009,1,2017-01-07,,1579793,44,1936,5,USD
738010,1,2017-01-07,,986042,36,376,1,GBP
738011,1,2017-01-07,,1286602,65,1056,2,USD
738012,1,2017-01-07,,948382,38,189,4,GBP
738013,1,2017-01-07,,1989635,59,179,3,USD
738014,1,2017-01-07,,1041698,42,183,7,GBP
738015,1,2017-01-07,,721329,28,1629,2,EUR
738016,1,2017-01-07,2017-01-11,727109,0,103,5,EUR
738017,1,2017-01-07,,1956840,51,84,2,USD
738018,1,2017-01-07,,1111848,41,1834,7,GBP
738019,1,2017-01-07,,1374605,54,1458,2,USD
738020,1,2017-01-07,2017-01-14,269879,0,438,3,CAD
738021,1,2017-01-07,,1122233,42,1553,3,GBP
738022,1,2017-01-07,,37802,5,2052,4,AUD
739000,1,2017-01-08,,1992074,44,195,3,USD
740000,1,2017-01-09,,1560641,55,166,4,USD
740001,1,2017-01-09,,1092661,38,1606,1,GBP
740002,1,2017-01-09,,739922,29,111,3,EUR
740003,1,2017-01-09,,748788,30,165,1,EUR
740004,1,2017-01-09,2017-01-16,1373637,0,1635,3,USD
740005,1,2017-01-09,2017-01-16,218530,0,1609,9,CAD
740007,1,2017-01-09,,1728581,65,1010,3,USD
741000,1,2017-01-10,,1999750,55,446,1,USD
741001,1,2017-01-10,,147312,4,1660,2,AUD
741002,1,2017-01-10,,1389494,48,25,1,USD
741003,1,2017-01-10,,1661465,48,1668,1,USD
741005,1,2017-01-10,,1783597,56,1571,1,USD
741006,1,2017-01-10,,424079,20,2260,4,EUR
741007,1,2017-01-10,,292420,10,287,4,CAD
741008,1,2017-01-10,,1480191,63,891,2,USD
742000,1,2017-01-11,,1905541,55,2101,7,USD
742001,1,2017-01-11,,398156,8,660,2,CAD
742003,1,2017-01-11,2017-01-21,1450137,0,444,2,USD
742004,1,2017-01-11,,1816342,59,1594,5,USD
742005,1,2017-01-11,,896870,34,2067,2,EUR
742006,1,2017-01-11,,326292,10,1646,3,CAD
742007,1,2017-01-11,,370810,8,139,1,CAD
742009,1,2017-01-11,,207200,10,937,1,CAD
742010,1,2017-01-11,2017-01-14,701241,0,1426,3,EUR
742011,1,2017-01-11,,1923443,51,172,3,USD
743001,1,2017-01-12,2017-01-18,1571311,0,56,3,USD
743002,1,2017-01-12,,1754573,50,1580,6,USD
743004,1,2017-01-12,,1138092,41,530,3,GBP
743005,1,2017-01-12,2017-01-18,155797,0,1245,2,AUD
743006,1,2017-01-12,2017-01-16,2091659,0,88,6,USD
743007,1,2017-01-12,,54089,6,1059,4,AUD
743008,1,2017-01-12,2017-01-16,58710,0,440,1,AUD
743009,1,2017-01-12,,1399626,64,1253,4,USD
743011,1,2017-01-12,2017-01-17,1264862,0,1386,2,USD
743012,1,2017-01-12,,1855763,59,1616,2,USD
744000,1,2017-01-13,,1284918,61,101,6,USD
744001,1,2017-01-13,,80155,5,1251,6,AUD
744002,1,2017-01-13,,1700598,44,1856,2,USD
744004,1,2017-01-13,,1340104,55,108,2,USD
744005,1,2017-01-13,,1425323,61,662,1,USD
744006,1,2017-01-13,,1962816,63,438,2,USD
744007,1,2017-01-13,,1678994,48,22,3,USD
744008,1,2017-01-13,,1017018,40,97,3,GBP
745000,1,2017-01-14,,1812139,57,347,5,USD
745001,1,2017-01-14,,230391,8,1799,1,CAD
745003,1,2017-01-14,,563344,24,1598,2,EUR
745004,1,2017-01-14,,1973315,57,1506,1,USD
745005,1,2017-01-14,,784521,30,1436,3,EUR
745006,1,2017-01-14,2017-01-20,1888585,0,63,3,USD
745007,1,2017-01-14,,990554,42,1288,7,GBP
745008,1,2017-01-14,,1532128,48,1692,1,USD
745009,1,2017-01-14,2017-01-19,574327,0,1611,2,EUR
745010,1,2017-01-14,,1440753,45,1780,1,USD
745012,1,2017-01-14,,493374,20,1899,6,EUR
745014,1,2017-01-14,,1780125,51,112,3,USD
745015,1,2017-01-14,,1239387,66,421,10,USD
746000,1,2017-01-15,,1334387,55,2100,3,USD
747000,1,2017-01-16,,1761079,59,2497,2,USD
747001,1,2017-01-16,,1603395,65,1770,2,USD
747002,1,2017-01-16,,964222,41,1646,6,GBP
747003,1,2017-01-16,,1410514,64,79,2,USD
747004,1,2017-01-16,,871505,34,1537,2,EUR
748000,1,2017-01-17,,1123162,41,556,3,GBP
748001,1,2017-01-17,2017-01-25,337589,0,151,2,CAD
748002,1,2017-01-17,,1233674,61,1632,3,USD
748004,1,2017-01-17,,1167961,40,1424,2,GBP
748006,1,2017-01-17,,1738064,45,1375,1,USD
748008,1,2017-01-17,2017-01-20,482180,0,45,1,EUR
749000,1,2017-01-18,,1640955,59,1194,1,USD
749001,1,2017-01-18,,961200,42,1276,2,GBP
749002,1,2017-01-18,,245649,8,71,3,CAD
749003,1,2017-01-18,,963082,36,320,5,GBP
749004,1,2017-01-18,,1756245,47,1510,1,USD
749005,1,2017-01-18,,432780,23,1660,3,EUR
749006,1,2017-01-18,,1535433,54,2093,1,USD
749007,1,2017-01-18,,1165338,42,1409,1,GBP
749008,1,2017-01-18,,793686,28,1627,3,EUR
749009,1,2017-01-18,,1047846,40,121,1,GBP
749010,1,2017-01-18,,1713595,57,423,3,USD
749011,1,2017-01-18,,715709,28,445,1,EUR
750000,1,2017-01-19,,1453427,50,386,2,USD
750001,1,2017-01-19,,352106,8,90,1,CAD
750002,1,2017-01-19,,842407,34,85,4,EUR
750004,1,2017-01-19,2017-01-26,2002685,0,1621,10,USD
750005,1,2017-01-19,,262089,8,2026,4,CAD
750006,1,2017-01-19,,161286,5,447,2,AUD
750007,1,2017-01-19,,1024830,39,2169,2,GBP
750008,1,2017-01-19,,458104,23,296,4,EUR
750009,1,2017-01-19,2017-01-21,2044567,0,149,2,USD
750010,1,2017-01-19,2017-01-25,540609,0,2001,1,EUR
750011,1,2017-01-19,,1656224,61,1987,1,USD
750012,1,2017-01-19,,249261,8,1659,1,CAD
751000,1,2017-01-20,,299860,10,1596,3,CAD
751001,1,2017-01-20,,1814434,47,1639,5,USD
751003,1,2017-01-20,,1493539,65,1662,1,USD
751004,1,2017-01-20,2017-01-28,291743,0,1743,2,CAD
751005,1,2017-01-20,,1611777,44,437,1,USD
751006,1,2017-01-20,,750180,30,4,2,EUR
751008,1,2017-01-20,,1016078,37,421,8,GBP
752000,1,2017-01-21,,728116,28,354,3,EUR
752001,1,2017-01-21,,1715553,45,1487,2,USD
752002,1,2017-01-21,,965207,42,2305,4,GBP
752003,1,2017-01-21,,383209,8,1108,1,CAD
752004,1,2017-01-21,,1052170,41,558,3,GBP
752005,1,2017-01-21,,2006758,45,160,6,USD
752006,1,2017-01-21,2017-01-25,1450086,0,1593,3,USD
752007,1,2017-01-21,,1992043,65,1240,1,USD
752008,1,2017-01-21,,395197,9,1641,2,CAD
752009,1,2017-01-21,,1127584,39,2179,6,GBP
752010,1,2017-01-21,,340417,10,556,5,CAD
752011,1,2017-01-21,,1675546,50,1192,3,USD
752012,1,2017-01-21,,820468,33,67,6,EUR
752014,1,2017-01-21,,1689863,50,82,3,USD
752015,1,2017-01-21,,1489101,61,2094,1,USD
753000,1,2017-01-22,,345044,10,1586,6,CAD
754000,1,2017-01-23,,1902988,43,184,1,USD
754001,1,2017-01-23,,931597,36,2517,10,GBP
754002,1,2017-01-23,,1074717,40,1725,1,GBP
754003,1,2017-01-23,,935211,41,71,5,GBP
754004,1,2017-01-23,2017-01-29,1959821,0,2503,2,USD
754005,1,2017-01-23,2017-01-26,525719,0,2180,3,EUR
754006,1,2017-01-23,,1087732,39,429,3,GBP
755000,1,2017-01-24,,1078242,38,977,1,GBP
755001,1,2017-01-24,,718462,28,105,1,EUR
755002,1,2017-01-24,,1154631,36,2004,1,GBP
755003,1,2017-01-24,2017-01-31,1346929,0,408,2,USD
755004,1,2017-01-24,,1660406,51,2163,2,USD
755005,1,2017-01-24,,1921863,48,1606,3,USD
755007,1,2017-01-24,,276050,10,2009,1,CAD
755008,1,2017-01-24,,1119619,39,1728,6,GBP
756000,1,2017-01-25,,1933265,66,160,2,USD
756001,1,2017-01-25,2017-01-31,2013443,0,2023,2,USD
756002,1,2017-01-25,,687324,16,1649,1,EUR
756003,1,2017-01-25,,957745,41,1592,1,GBP
756004,1,2017-01-25,2017-01-30,1503301,0,59,1,USD
756005,1,2017-01-25,,1923233,48,1426,1,USD
756006,1,2017-01-25,,389462,9,2093,1,CAD
756007,1,2017-01-25,,350496,8,1586,2,CAD
756008,1,2017-01-25,,489744,20,713,1,EUR
756009,1,2017-01-25,2017-02-01,1991961,0,1177,3,USD
756010,1,2017-01-25,2017-02-01,1878966,0,1480,4,USD
756011,1,2017-01-25,,1842526,61,419,10,USD
757000,1,2017-01-26,2017-01-29,1436857,0,1647,2,USD
757001,1,2017-01-26,,610697,16,72,1,EUR
757002,1,2017-01-26,,1961950,63,1578,3,USD
757003,1,2017-01-26,,996932,40,189,2,GBP
757004,1,2017-01-26,,1284640,61,1272,1,USD
757005,1,2017-01-26,,1373561,44,1645,1,USD
757006,1,2017-01-26,2017-01-30,1920064,0,646,2,USD
757007,1,2017-01-26,,1062069,40,1592,2,GBP
757008,1,2017-01-26,,1078677,42,2505,2,GBP
757009,1,2017-01-26,,773896,29,2417,3,EUR
757010,1,2017-01-26,2017-02-02,1347405,0,305,6,USD
757012,1,2017-01-26,2017-01-30,295061,0,450,1,CAD
758000,1,2017-01-27,,1974339,45,1460,2,USD
758001,1,2017-01-27,,1182299,42,1627,8,GBP
758003,1,2017-01-27,,1049861,42,657,2,GBP
758004,1,2017-01-27,,1207956,65,241,1,USD
758006,1,2017-01-27,2017-01-31,2063575,0,153,1,USD
758007,1,2017-01-27,,1234232,55,1563,1,USD
758008,1,2017-01-27,2017-02-05,1510026,0,1909,3,USD
759000,1,2017-01-28,,146194,6,1607,1,AUD
759001,1,2017-01-28,,1846024,44,379,1,USD
759002,1,2017-01-28,,10299,6,2210,3,AUD
759003,1,2017-01-28,,1050006,38,374,7,GBP
759004,1,2017-01-28,,883214,34,1502,1,EUR
759005,1,2017-01-28,,418091,24,1734,3,EUR
759008,1,2017-01-28,,1285548,43,118,1,USD
759010,1,2017-01-28,,945011,42,425,5,GBP
759011,1,2017-01-28,,401123,23,1576,4,EUR
759012,1,2017-01-28,,1232332,50,449,10,USD
759013,1,2017-01-28,,2084090,66,122,7,USD
759014,1,2017-01-28,,1316702,64,1469,2,USD
759015,1,2017-01-28,,704350,28,180,4,EUR
760000,1,2017-01-29,,1807649,48,907,1,USD
761000,1,2017-01-30,,2098223,44,1187,3,USD
761001,1,2017-01-30,,940026,39,1376,5,GBP
761002,1,2017-01-30,,1596238,64,1762,2,USD
761003,1,2017-01-30,2017-02-08,1551051,0,1624,1,USD
761004,1,2017-01-30,,1720029,59,440,8,USD
761005,1,2017-01-30,,324541,9,2389,2,CAD
761006,1,2017-01-30,2017-02-05,1601798,0,1634,2,USD
762000,1,2017-01-31,2017-02-07,941468,0,85,2,GBP
762001,1,2017-01-31,,1944691,61,1054,2,USD
762002,1,2017-01-31,,256411,10,432,2,CAD
762003,1,2017-01-31,,837526,34,676,3,EUR
762005,1,2017-01-31,,432063,24,712,3,EUR
762006,1,2017-01-31,,1338473,63,2108,1,USD
762008,1,2017-01-31,,1926487,61,2105,2,USD
763000,1,2017-02-01,,1196684,40,1808,2,GBP
763002,1,2017-02-01,,1042267,36,61,3,GBP
763003,1,2017-02-01,,1148699,40,2128,2,GBP
763004,1,2017-02-01,,1137780,40,668,3,GBP
763005,1,2017-02-01,,1671672,66,1590,5,USD
763006,1,2017-02-01,,1714587,51,1364,4,USD
763007,1,2017-02-01,,1865833,59,160,3,USD
763008,1,2017-02-01,,1418096,64,1977,9,USD
763010,1,2017-02-01,,1136319,39,460,1,GBP
763011,1,2017-02-01,,1258033,54,1676,2,USD
764000,1,2017-02-02,,748823,28,1537,1,EUR
764001,1,2017-02-02,2017-02-09,1491817,0,1446,8,USD
764002,1,2017-02-02,,1557174,56,981,1,USD
764003,1,2017-02-02,,1474189,57,1086,1,USD
764004,1,2017-02-02,2017-02-07,248607,0,1431,1,CAD
764005,1,2017-02-02,2017-02-06,824543,0,95,6,EUR
764006,1,2017-02-02,2017-02-05,226013,0,85,1,CAD
764007,1,2017-02-02,,1248028,65,2040,7,USD
764008,1,2017-02-02,,876859,34,158,2,EUR
764009,1,2017-02-02,2017-02-10,1204679,0,1684,5,USD
764010,1,2017-02-02,,1484963,64,1025,1,USD
764012,1,2017-02-02,,278787,10,2383,1,CAD
765000,1,2017-02-03,,428750,19,144,3,EUR
765001,1,2017-02-03,,1294910,48,1727,3,USD
765002,1,2017-02-03,2017-02-10,955344,0,61,1,GBP
765003,1,2017-02-03,,1550543,66,1896,1,USD
765004,1,2017-02-03,,478298,19,1660,1,EUR
765005,1,2017-02-03,,179144,5,1995,3,AUD
765006,1,2017-02-03,2017-02-07,1075880,0,1388,5,GBP
765007,1,2017-02-03,,483118,20,1207,6,EUR
766000,1,2017-02-04,,427098,20,1710,2,EUR
766002,1,2017-02-04,,1013313,38,97,1,GBP
766004,1,2017-02-04,,1020703,37,1210,5,GBP
766005,1,2017-02-04,,582423,27,1997,1,EUR
766006,1,2017-02-04,,1585932,53,1799,8,USD
766007,1,2017-02-04,2017-02-10,1926362,0,2008,1,USD
766008,1,2017-02-04,2017-02-14,286855,0,1696,1,CAD
766009,1,2017-02-04,,1411409,43,1640,1,USD
766010,1,2017-02-04,,1389440,50,1495,2,USD
766011,1,2017-02-04,2017-02-08,758534,0,2511,3,EUR
766012,1,2017-02-04,,1621778,57,1664,1,USD
766013,1,2017-02-04,,60150,5,1757,1,AUD
766014,1,2017-02-04,,1067702,40,972,6,GBP
766015,1,2017-02-04,,1306881,66,1491,2,USD
767000,1,2017-02-05,,459891,24,201,4,EUR
768000,1,2017-02-06,,1882958,59,1150,10,USD
768001,1,2017-02-06,,519679,19,2181,2,EUR
768002,1,2017-02-06,,1864354,43,1622,2,USD
768003,1,2017-02-06,,1889142,45,1641,3,USD
768005,1,2017-02-06,,775966,28,336,3,EUR
768006,1,2017-02-06,,1138846,38,1573,1,GBP
769000,1,2017-02-07,2017-02-12,1739983,0,435,2,USD
769001,1,2017-02-07,,1559342,57,112,5,USD
769002,1,2017-02-07,,1567570,44,468,3,USD
769003,1,2017-02-07,,193445,5,1879,3,AUD
769004,1,2017-02-07,2017-02-11,1338761,0,1690,2,USD
769005,1,2017-02-07,,1952376,53,499,3,USD
769006,1,2017-02-07,2017-02-09,1107656,0,1436,2,GBP
769007,1,2017-02-07,,671305,17,58,1,EUR
769008,1,2017-02-07,,723572,29,1287,5,EUR
770000,1,2017-02-08,2017-02-12,1766407,0,37,2,USD
770001,1,2017-02-08,,783060,28,1729,4,EUR
770002,1,2017-02-08,2017-02-11,3964,0,547,6,AUD
770003,1,2017-02-08,,1133419,37,439,2,GBP
770004,1,2017-02-08,,150762,4,1078,4,AUD
770005,1,2017-02-08,,1617106,63,1638,1,USD
770006,1,2017-02-08,,1752797,50,93,6,USD
770007,1,2017-02-08,,642546,18,1582,3,EUR
770010,1,2017-02-08,2017-02-14,305369,0,1986,1,CAD
770011,1,2017-02-08,,1746251,53,2420,5,USD
771000,1,2017-02-09,2017-02-16,1164225,0,1794,2,GBP
771001,1,2017-02-09,,1259925,50,418,1,USD
771002,1,2017-02-09,,358880,10,2456,9,CAD
771003,1,2017-02-09,2017-02-15,1469753,0,418,2,USD
771004,1,2017-02-09,,717682,29,1673,1,EUR
771005,1,2017-02-09,2017-02-16,1627394,0,1618,7,USD
771006,1,2017-02-09,,1270478,54,29,7,USD
771007,1,2017-02-09,,1798962,45,976,1,USD
771008,1,2017-02-09,,1757500,61,742,2,USD
771009,1,2017-02-09,2017-02-20,289810,0,120,3,CAD
771010,1,2017-02-09,,1629610,47,1595,6,USD
771011,1,2017-02-09,2017-02-14,443446,0,1632,8,EUR
772000,1,2017-02-10,,1656873,51,2458,2,USD
772001,1,2017-02-10,,780974,28,68,1,EUR
772002,1,2017-02-10,,1254923,55,146,1,USD
772003,1,2017-02-10,,34081,5,231,1,AUD
772004,1,2017-02-10,,786560,29,1399,7,EUR
772005,1,2017-02-10,,1684931,43,1934,2,USD
772006,1,2017-02-10,,560662,22,2224,5,EUR
772007,1,2017-02-10,,1878210,66,1573,1,USD
772008,1,2017-02-10,,718173,30,153,2,EUR
773000,1,2017-02-11,,1772502,47,1641,2,USD
773001,1,2017-02-11,2017-02-14,267544,0,1479,1,CAD
773002,1,2017-02-11,,365565,10,1720,3,CAD
773003,1,2017-02-11,,1234648,54,73,1,USD
773004,1,2017-02-11,,2077860,59,1419,2,USD
773005,1,2017-02-11,,31236,5,462,4,AUD
773006,1,2017-02-11,,1000050,42,1571,2,GBP
773007,1,2017-02-11,,159123,1,285,2,AUD
773008,1,2017-02-11,,1020536,36,2175,4,GBP
773009,1,2017-02-11,,1765915,55,459,6,USD
773010,1,2017-02-11,,1029492,41,450,6,GBP
773011,1,2017-02-11,,1558588,51,2254,1,USD
773012,1,2017-02-11,,1344962,50,1576,1,USD
773013,1,2017-02-11,,209872,8,1648,4,CAD
773014,1,2017-02-11,2017-02-18,1049578,0,84,2,GBP
773015,1,2017-02-11,,1318608,63,734,5,USD
773016,1,2017-02-11,,475710,22,527,5,EUR
773017,1,2017-02-11,2017-02-16,982498,0,51,5,GBP
773018,1,2017-02-11,,261840,8,1556,7,CAD
774000,1,2017-02-12,,1856690,56,2069,2,USD
775000,1,2017-02-13,,708260,30,432,6,EUR
775001,1,2017-02-13,2017-02-21,927241,0,2071,1,GBP
775002,1,2017-02-13,2017-02-22,1414215,0,1497,1,USD
775003,1,2017-02-13,2017-02-21,1288974,0,131,3,USD
775004,1,2017-02-13,,1065574,41,1660,2,GBP
775005,1,2017-02-13,2017-02-20,1790575,0,442,7,USD
775006,1,2017-02-13,,1464960,65,133,6,USD
775007,1,2017-02-13,,318902,8,104,1,CAD
775008,1,2017-02-13,,211809,10,1827,1,CAD
775009,1,2017-02-13,,1672305,56,1674,2,USD
776001,1,2017-02-14,,2043646,54,39,1,USD
776002,1,2017-02-14,2017-02-22,1538150,0,1583,1,USD
776003,1,2017-02-14,,1608259,43,201,4,USD
776004,1,2017-02-14,,999198,42,1578,1,GBP
776005,1,2017-02-14,,1717991,54,403,1,USD
776006,1,2017-02-14,,1199660,42,418,1,GBP
776007,1,2017-02-14,2017-02-18,1326042,0,1623,6,USD
776008,1,2017-02-14,,1262038,53,1899,1,USD
776009,1,2017-02-14,,1356935,54,1048,2,USD
776010,1,2017-02-14,,366123,8,1926,5,CAD
776011,1,2017-02-14,,1477343,56,1714,1,USD
776013,1,2017-02-14,2017-02-21,975739,0,104,1,GBP
777000,1,2017-02-15,2017-02-21,1381762,0,129,7,USD
777001,1,2017-02-15,,1498031,65,1469,1,USD
777003,1,2017-02-15,,2091926,63,358,1,USD
777004,1,2017-02-15,2017-02-20,1937355,0,1688,1,USD
777005,1,2017-02-15,,1380607,56,2004,6,USD
777006,1,2017-02-15,,2055087,51,62,3,USD
777007,1,2017-02-15,,1813454,53,242,3,USD
777008,1,2017-02-15,2017-02-19,2075181,0,237,1,USD
777009,1,2017-02-15,,1934436,55,419,7,USD
777011,1,2017-02-15,,342393,9,80,10,CAD
777013,1,2017-02-15,,855237,34,457,2,EUR
777014,1,2017-02-15,2017-02-19,828969,0,1464,4,EUR
777015,1,2017-02-15,,2079366,63,1062,3,USD
777016,1,2017-02-15,,1501127,45,1734,1,USD
777017,1,2017-02-15,,608957,13,417,2,EUR
777018,1,2017-02-15,,741037,28,2420,7,EUR
777019,1,2017-02-15,,25771,4,2124,1,AUD
777020,1,2017-02-15,,1146653,36,1280,1,GBP
777021,1,2017-02-15,,1562099,45,602,2,USD
778000,1,2017-02-16,,1122612,40,1993,3,GBP
778001,1,2017-02-16,,871773,33,2024,1,EUR
778002,1,2017-02-16,2017-02-24,2044281,0,1962,8,USD
778003,1,2017-02-16,,1693175,65,2072,5,USD
778004,1,2017-02-16,,591374,24,732,3,EUR
778005,1,2017-02-16,2017-02-23,1944664,0,1675,7,USD
778006,1,2017-02-16,,1074728,39,1901,7,GBP
778007,1,2017-02-16,,1381264,65,1580,2,USD
778008,1,2017-02-16,,1722330,61,1227,3,USD
778009,1,2017-02-16,2017-02-26,1196122,0,18,1,GBP
778010,1,2017-02-16,,786832,28,438,2,EUR
778011,1,2017-02-16,,1765360,51,1624,9,USD
778012,1,2017-02-16,,1884616,61,58,5,USD
778013,1,2017-02-16,,556220,24,437,2,EUR
778014,1,2017-02-16,,586442,23,2120,4,EUR
778015,1,2017-02-16,2017-02-22,1543466,0,536,1,USD
778016,1,2017-02-16,,2014107,63,1639,2,USD
778017,1,2017-02-16,,762540,29,432,1,EUR
778018,1,2017-02-16,,515527,27,446,1,EUR
778019,1,2017-02-16,,604415,12,46,1,EUR
778020,1,2017-02-16,,1831770,50,630,2,USD
778021,1,2017-02-16,,525298,23,2029,2,EUR
778022,1,2017-02-16,,1162297,40,689,3,GBP
779000,1,2017-02-17,,885201,34,57,3,EUR
779001,1,2017-02-17,,149353,5,435,4,AUD
779002,1,2017-02-17,2017-02-21,1724776,0,115,4,USD
779003,1,2017-02-17,,1073430,38,1519,2,GBP
779004,1,2017-02-17,,2066018,57,1603,1,USD
779005,1,2017-02-17,,1765384,51,1519,2,USD
779006,1,2017-02-17,2017-02-21,485922,0,1451,1,EUR
779008,1,2017-02-17,,655495,17,1437,1,EUR
779009,1,2017-02-17,,382178,10,59,1,CAD
779010,1,2017-02-17,,953759,37,636,2,GBP
779013,1,2017-02-17,,1828948,66,52,3,USD
779014,1,2017-02-17,,1072821,37,352,2,GBP
779015,1,2017-02-17,,1268661,57,2083,5,USD
779016,1,2017-02-17,,2080138,59,394,1,USD
779017,1,2017-02-17,2017-02-22,593904,0,139,1,EUR
780000,1,2017-02-18,,654459,17,1687,1,EUR
780001,1,2017-02-18,,1737038,50,186,9,USD
780002,1,2017-02-18,,1878834,65,1637,2,USD
780003,1,2017-02-18,,1610011,43,47,4,USD
780004,1,2017-02-18,,1287862,43,75,1,USD
780005,1,2017-02-18,2017-02-26,2023780,0,147,2,USD
780007,1,2017-02-18,,1467706,64,107,3,USD
780008,1,2017-02-18,2017-02-23,1790575,0,98,2,USD
780009,1,2017-02-18,,792298,29,994,2,EUR
780010,1,2017-02-18,,194226,5,424,2,AUD
780011,1,2017-02-18,,420196,24,1233,1,EUR
780012,1,2017-02-18,2017-02-19,1433628,0,155,3,USD
780013,1,2017-02-18,,1802872,48,82,2,USD
780014,1,2017-02-18,,1144781,41,1417,5,GBP
780015,1,2017-02-18,,127943,6,155,5,AUD
780016,1,2017-02-18,,239647,8,2496,3,CAD
780017,1,2017-02-18,,1264805,54,453,9,USD
780018,1,2017-02-18,,1643619,63,93,5,USD
780019,1,2017-02-18,,1588361,44,599,3,USD
780020,1,2017-02-18,,1572525,54,1444,1,USD
780021,1,2017-02-18,,622267,17,1141,2,EUR
780023,1,2017-02-18,2017-02-26,906022,0,439,3,GBP
780025,1,2017-02-18,,1964342,66,454,2,USD
780026,1,2017-02-18,2017-02-27,1141753,0,2514,1,GBP
780027,1,2017-02-18,,1353843,61,2105,1,USD
780028,1,2017-02-18,,1268964,61,1953,5,USD
780029,1,2017-02-18,,1921349,51,185,2,USD
781000,1,2017-02-19,,718876,28,426,2,EUR
781001,1,2017-02-19,,1829280,59,2085,5,USD
781002,1,2017-02-19,2017-02-26,300844,0,429,3,CAD
782000,1,2017-02-20,2017-02-24,38613,0,536,3,AUD
782001,1,2017-02-20,,1097022,37,305,4,GBP
782003,1,2017-02-20,,969490,42,454,3,GBP
782004,1,2017-02-20,,1621832,61,1746,8,USD
782005,1,2017-02-20,,1893487,55,1645,4,USD
782007,1,2017-02-20,2017-02-27,1594272,0,1232,10,USD
782008,1,2017-02-20,,263808,9,1643,5,CAD
782009,1,2017-02-20,,580881,20,1335,2,EUR
782010,1,2017-02-20,,1661177,44,2127,2,USD
782011,1,2017-02-20,,445503,24,100,1,EUR
782012,1,2017-02-20,,1019996,37,186,1,GBP
782013,1,2017-02-20,,1707124,54,26,1,USD
782014,1,2017-02-20,,747567,28,1251,1,EUR
783000,1,2017-02-21,2017-02-27,1909638,0,74,4,USD
783001,1,2017-02-21,,1325805,57,1498,2,USD
783002,1,2017-02-21,,1100816,36,1960,7,GBP
783003,1,2017-02-21,,1489054,47,1995,3,USD
783004,1,2017-02-21,,308690,9,253,1,CAD
783005,1,2017-02-21,,1286602,65,1437,3,USD
783006,1,2017-02-21,,425389,24,673,1,EUR
783007,1,2017-02-21,,1569702,50,1627,4,USD
783009,1,2017-02-21,,834480,33,1654,2,EUR
783011,1,2017-02-21,,2021916,48,2481,6,USD
783012,1,2017-02-21,2017-02-25,1219636,0,2495,3,USD
